source_division_code,source_district_code,source_upazila_code,source_division_name_en,source_district_name_en,source_upazila_name_en,source_division_name_bn,source_district_name_bn,source_upazila_name_bn,target_division_code,target_district_code,target_upazila_code,target_division_name_en,target_district_name_en,target_upazila_name_en,match_confidence,match_method,review_status,notes
4,33,249,Barisal,Barisal,Barisal Sadar,বরিশাল,বরিশাল,বরিশাল সদর,10,,,Barishal,,,LOW,NONE,PENDING,nuhil_district_name_no_match; District match ambiguous (0 candidates) or zero. Unions: 10.
4,33,250,Barisal,Barisal,Bakerganj,বরিশাল,বরিশাল,বাকেরগঞ্জ,10,,,Barishal,,,LOW,NONE,PENDING,nuhil_district_name_no_match; District match ambiguous (0 candidates) or zero. Unions: 14.
4,33,251,Barisal,Barisal,Babuganj,বরিশাল,বরিশাল,বাবুগঞ্জ,10,,,Barishal,,,LOW,NONE,PENDING,nuhil_district_name_no_match; District match ambiguous (0 candidates) or zero. Unions: 6.
4,33,252,Barisal,Barisal,Wazirpur,বরিশাল,বরিশাল,উজিরপুর,10,,,Barishal,,,LOW,NONE,PENDING,nuhil_district_name_no_match; District match ambiguous (0 candidates) or zero. Unions: 9.
4,33,253,Barisal,Barisal,Banaripara,বরিশাল,বরিশাল,বানারীপাড়া,10,,,Barishal,,,LOW,NONE,PENDING,nuhil_district_name_no_match; District match ambiguous (0 candidates) or zero. Unions: 8.
4,33,254,Barisal,Barisal,Gournadi,বরিশাল,বরিশাল,গৌরনদী,10,,,Barishal,,,LOW,NONE,PENDING,nuhil_district_name_no_match; District match ambiguous (0 candidates) or zero. Unions: 7.
4,33,255,Barisal,Barisal,Agailjhara,বরিশাল,বরিশাল,আগৈলঝাড়া,10,,,Barishal,,,LOW,NONE,PENDING,nuhil_district_name_no_match; District match ambiguous (0 candidates) or zero. Unions: 5.
4,33,256,Barisal,Barisal,Mehendiganj,বরিশাল,বরিশাল,মেহেন্দিগঞ্জ,10,,,Barishal,,,LOW,NONE,PENDING,nuhil_district_name_no_match; District match ambiguous (0 candidates) or zero. Unions: 13.
4,33,257,Barisal,Barisal,Muladi,বরিশাল,বরিশাল,মুলাদী,10,,,Barishal,,,LOW,NONE,PENDING,nuhil_district_name_no_match; District match ambiguous (0 candidates) or zero. Unions: 7.
4,33,258,Barisal,Barisal,Hizla,বরিশাল,বরিশাল,হিজলা,10,,,Barishal,,,LOW,NONE,PENDING,nuhil_district_name_no_match; District match ambiguous (0 candidates) or zero. Unions: 6.
8,64,482,Mymensingh,Netrokona,Barhatta,ময়মনসিংহ,নেত্রকোণা,বারহাট্টা,45,,,Mymensingh,,,LOW,NONE,PENDING,nuhil_district_name_no_match; District match ambiguous (0 candidates) or zero. Unions: 7.
8,64,483,Mymensingh,Netrokona,Durgapur,ময়মনসিংহ,নেত্রকোণা,দুর্গাপুর,45,,,Mymensingh,,,LOW,NONE,PENDING,nuhil_district_name_no_match; District match ambiguous (0 candidates) or zero. Unions: 7.
8,64,484,Mymensingh,Netrokona,Kendua,ময়মনসিংহ,নেত্রকোণা,কেন্দুয়া,45,,,Mymensingh,,,LOW,NONE,PENDING,nuhil_district_name_no_match; District match ambiguous (0 candidates) or zero. Unions: 13.
8,64,485,Mymensingh,Netrokona,Atpara,ময়মনসিংহ,নেত্রকোণা,আটপাড়া,45,,,Mymensingh,,,LOW,NONE,PENDING,nuhil_district_name_no_match; District match ambiguous (0 candidates) or zero. Unions: 7.
8,64,486,Mymensingh,Netrokona,Madan,ময়মনসিংহ,নেত্রকোণা,মদন,45,,,Mymensingh,,,LOW,NONE,PENDING,nuhil_district_name_no_match; District match ambiguous (0 candidates) or zero. Unions: 8.
8,64,487,Mymensingh,Netrokona,Khaliajuri,ময়মনসিংহ,নেত্রকোণা,খালিয়াজুরী,45,,,Mymensingh,,,LOW,NONE,PENDING,nuhil_district_name_no_match; District match ambiguous (0 candidates) or zero. Unions: 6.
8,64,488,Mymensingh,Netrokona,Kalmakanda,ময়মনসিংহ,নেত্রকোণা,কলমাকান্দা,45,,,Mymensingh,,,LOW,NONE,PENDING,nuhil_district_name_no_match; District match ambiguous (0 candidates) or zero. Unions: 8.
8,64,489,Mymensingh,Netrokona,Mohongonj,ময়মনসিংহ,নেত্রকোণা,মোহনগঞ্জ,45,,,Mymensingh,,,LOW,NONE,PENDING,nuhil_district_name_no_match; District match ambiguous (0 candidates) or zero. Unions: 7.
8,64,490,Mymensingh,Netrokona,Purbadhala,ময়মনসিংহ,নেত্রকোণা,পূর্বধলা,45,,,Mymensingh,,,LOW,NONE,PENDING,nuhil_district_name_no_match; District match ambiguous (0 candidates) or zero. Unions: 11.
8,64,491,Mymensingh,Netrokona,Netrokona Sadar,ময়মনসিংহ,নেত্রকোণা,নেত্রকোণা সদর,45,,,Mymensingh,,,LOW,NONE,PENDING,nuhil_district_name_no_match; District match ambiguous (0 candidates) or zero. Unions: 12.
1,1,11,Chattagram,Cumilla,Comilla Sadar,চট্টগ্রাম,কুমিল্লা,কুমিল্লা সদর,20,2019,,Chattogram,Cumilla,,LOW,NONE,PENDING,"nuhil_upazila_name_no_match; Upazila ""Comilla Sadar"" / ""কুমিল্লা সদর"": 0 HDX matches in district 2019. Unions: 6."
1,1,13,Chattagram,Cumilla,Monohargonj,চট্টগ্রাম,কুমিল্লা,মনোহরগঞ্জ,20,2019,,Chattogram,Cumilla,,LOW,NONE,PENDING,"nuhil_upazila_name_no_match; Upazila ""Monohargonj"" / ""মনোহরগঞ্জ"": 0 HDX matches in district 2019. Unions: 11."
1,1,14,Chattagram,Cumilla,Sadarsouth,চট্টগ্রাম,কুমিল্লা,সদর দক্ষিণ,20,2019,,Chattogram,Cumilla,,LOW,NONE,PENDING,"nuhil_upazila_name_no_match; Upazila ""Sadarsouth"" / ""সদর দক্ষিণ"": 0 HDX matches in district 2019. Unions: 14."
1,10,90,Chattagram,Khagrachhari,Panchari,চট্টগ্রাম,খাগড়াছড়ি,পানছড়ি,20,2046,,Chattogram,Khagrachhari,,LOW,NONE,PENDING,"nuhil_upazila_name_no_match; Upazila ""Panchari"" / ""পানছড়ি"": 0 HDX matches in district 2046. Unions: 4."
1,10,91,Chattagram,Khagrachhari,Laxmichhari,চট্টগ্রাম,খাগড়াছড়ি,লক্ষীছড়ি,20,2046,,Chattogram,Khagrachhari,,LOW,NONE,PENDING,"nuhil_upazila_name_no_match; Upazila ""Laxmichhari"" / ""লক্ষীছড়ি"": 0 HDX matches in district 2046. Unions: 3."
1,10,92,Chattagram,Khagrachhari,Mohalchari,চট্টগ্রাম,খাগড়াছড়ি,মহালছড়ি,20,2046,,Chattogram,Khagrachhari,,LOW,NONE,PENDING,"nuhil_upazila_name_no_match; Upazila ""Mohalchari"" / ""মহালছড়ি"": 0 HDX matches in district 2046. Unions: 5."
1,10,93,Chattagram,Khagrachhari,Manikchari,চট্টগ্রাম,খাগড়াছড়ি,মানিকছড়ি,20,2046,,Chattogram,Khagrachhari,,LOW,NONE,PENDING,"nuhil_upazila_name_no_match; Upazila ""Manikchari"" / ""মানিকছড়ি"": 0 HDX matches in district 2046. Unions: 4."
1,11,99,Chattagram,Bandarban,Naikhongchhari,চট্টগ্রাম,বান্দরবান,নাইক্ষ্যংছড়ি,20,2003,,Chattogram,Bandarban,,LOW,NONE,PENDING,"nuhil_upazila_name_no_match; Upazila ""Naikhongchhari"" / ""নাইক্ষ্যংছড়ি"": 0 HDX matches in district 2003. Unions: 5."
1,2,22,Chattagram,Feni,Parshuram,চট্টগ্রাম,ফেনী,পরশুরাম,20,2030,,Chattogram,Feni,,LOW,NONE,PENDING,"nuhil_upazila_name_no_match; Upazila ""Parshuram"" / ""পরশুরাম"": 0 HDX matches in district 2030. Unions: 3."
1,3,31,Chattagram,Brahmanbaria,Bancharampur,চট্টগ্রাম,ব্রাহ্মণবাড়িয়া,বাঞ্ছারামপুর,20,2012,,Chattogram,Brahmanbaria,,LOW,NONE,PENDING,"nuhil_upazila_name_no_match; Upazila ""Bancharampur"" / ""বাঞ্ছারামপুর"": 0 HDX matches in district 2012. Unions: 13."
1,4,36,Chattagram,Rangamati,Baghaichari,চট্টগ্রাম,রাঙ্গামাটি,বাঘাইছড়ি,20,2084,,Chattogram,Rangamati,,LOW,NONE,PENDING,"nuhil_upazila_name_no_match; Upazila ""Baghaichari"" / ""বাঘাইছড়ি"": 0 HDX matches in district 2084. Unions: 8."
1,4,40,Chattagram,Rangamati,Belaichari,চট্টগ্রাম,রাঙ্গামাটি,বিলাইছড়ি,20,2084,,Chattogram,Rangamati,,LOW,NONE,PENDING,"nuhil_upazila_name_no_match; Upazila ""Belaichari"" / ""বিলাইছড়ি"": 0 HDX matches in district 2084. Unions: 3."
1,4,41,Chattagram,Rangamati,Juraichari,চট্টগ্রাম,রাঙ্গামাটি,জুরাছড়ি,20,2084,,Chattogram,Rangamati,,LOW,NONE,PENDING,"nuhil_upazila_name_no_match; Upazila ""Juraichari"" / ""জুরাছড়ি"": 0 HDX matches in district 2084. Unions: 4."
1,5,46,Chattagram,Noakhali,Hatia,চট্টগ্রাম,নোয়াখালী,হাতিয়া,20,2075,,Chattogram,Noakhali,,LOW,NONE,PENDING,"nuhil_upazila_name_no_match; Upazila ""Hatia"" / ""হাতিয়া"": 0 HDX matches in district 2075. Unions: 9."
1,5,49,Chattagram,Noakhali,Senbug,চট্টগ্রাম,নোয়াখালী,সেনবাগ,20,2075,,Chattogram,Noakhali,,LOW,NONE,PENDING,"nuhil_upazila_name_no_match; Upazila ""Senbug"" / ""সেনবাগ"": 0 HDX matches in district 2075. Unions: 9."
1,5,51,Chattagram,Noakhali,Sonaimori,চট্টগ্রাম,নোয়াখালী,সোনাইমুড়ী,20,2075,,Chattogram,Noakhali,,LOW,NONE,PENDING,"nuhil_upazila_name_no_match; Upazila ""Sonaimori"" / ""সোনাইমুড়ী"": 0 HDX matches in district 2075. Unions: 10."
1,6,56,Chattagram,Chandpur,Matlab South,চট্টগ্রাম,চাঁদপুর,মতলব দক্ষিণ,20,2013,,Chattogram,Chandpur,,LOW,NONE,PENDING,"nuhil_upazila_name_no_match; Upazila ""Matlab South"" / ""মতলব দক্ষিণ"": 0 HDX matches in district 2013. Unions: 6."
1,6,58,Chattagram,Chandpur,Matlab North,চট্টগ্রাম,চাঁদপুর,মতলব উত্তর,20,2013,,Chattogram,Chandpur,,LOW,NONE,PENDING,"nuhil_upazila_name_no_match; Upazila ""Matlab North"" / ""মতলব উত্তর"": 0 HDX matches in district 2013. Unions: 14."
1,6,59,Chattagram,Chandpur,Faridgonj,চট্টগ্রাম,চাঁদপুর,ফরিদগঞ্জ,20,2013,,Chattogram,Chandpur,,LOW,NONE,PENDING,"nuhil_upazila_name_no_match; Upazila ""Faridgonj"" / ""ফরিদগঞ্জ"": 0 HDX matches in district 2013. Unions: 15."
1,8,67,Chattagram,Chattogram,Mirsharai,চট্টগ্রাম,চট্টগ্রাম,মীরসরাই,20,2015,,Chattogram,Chattogram,,LOW,NONE,PENDING,"nuhil_upazila_name_no_match; Upazila ""Mirsharai"" / ""মীরসরাই"": 0 HDX matches in district 2015. Unions: 16."
1,8,79,Chattagram,Chattogram,Karnafuli,চট্টগ্রাম,চট্টগ্রাম,কর্ণফুলী,20,2015,,Chattogram,Chattogram,,LOW,NONE,PENDING,"nuhil_upazila_name_no_match; Upazila ""Karnafuli"" / ""কর্ণফুলী"": 0 HDX matches in district 2015. Unions: 5."
2,12,105,Rajshahi,Sirajganj,Chauhali,রাজশাহী,সিরাজগঞ্জ,চৌহালি,50,5088,,Rajshahi,Sirajganj,,LOW,NONE,PENDING,"nuhil_upazila_name_no_match; Upazila ""Chauhali"" / ""চৌহালি"": 0 HDX matches in district 5088. Unions: 7."
2,12,106,Rajshahi,Sirajganj,Kamarkhand,রাজশাহী,সিরাজগঞ্জ,কামারখন্দ,50,5088,,Rajshahi,Sirajganj,,LOW,NONE,PENDING,"nuhil_upazila_name_no_match; Upazila ""Kamarkhand"" / ""কামারখন্দ"": 0 HDX matches in district 5088. Unions: 4."
2,12,108,Rajshahi,Sirajganj,Raigonj,রাজশাহী,সিরাজগঞ্জ,রায়গঞ্জ,50,5088,,Rajshahi,Sirajganj,,LOW,NONE,PENDING,"nuhil_upazila_name_no_match; Upazila ""Raigonj"" / ""রায়গঞ্জ"": 0 HDX matches in district 5088. Unions: 9."
2,13,114,Rajshahi,Pabna,Ishurdi,রাজশাহী,পাবনা,ঈশ্বরদী,50,5076,,Rajshahi,Pabna,,LOW,NONE,PENDING,"nuhil_upazila_name_no_match; Upazila ""Ishurdi"" / ""ঈশ্বরদী"": 0 HDX matches in district 5076. Unions: 7."
2,13,118,Rajshahi,Pabna,Atghoria,রাজশাহী,পাবনা,আটঘরিয়া,50,5076,,Rajshahi,Pabna,,LOW,NONE,PENDING,"nuhil_upazila_name_no_match; Upazila ""Atghoria"" / ""আটঘরিয়া"": 0 HDX matches in district 5076. Unions: 5."
2,14,123,Rajshahi,Bogura,Bogra Sadar,রাজশাহী,বগুড়া,বগুড়া সদর,50,5010,,Rajshahi,Bogura,,LOW,NONE,PENDING,"nuhil_upazila_name_no_match; Upazila ""Bogra Sadar"" / ""বগুড়া সদর"": 0 HDX matches in district 5010. Unions: 11."
2,14,124,Rajshahi,Bogura,Shariakandi,রাজশাহী,বগুড়া,সারিয়াকান্দি,50,5010,,Rajshahi,Bogura,,LOW,NONE,PENDING,"nuhil_upazila_name_no_match; Upazila ""Shariakandi"" / ""সারিয়াকান্দি"": 0 HDX matches in district 5010. Unions: 12."
2,14,126,Rajshahi,Bogura,Dupchanchia,রাজশাহী,বগুড়া,দুপচাচিঁয়া,50,5010,,Rajshahi,Bogura,,LOW,NONE,PENDING,"nuhil_upazila_name_no_match; Upazila ""Dupchanchia"" / ""দুপচাচিঁয়া"": 0 HDX matches in district 5010. Unions: 6."
2,14,128,Rajshahi,Bogura,Nondigram,রাজশাহী,বগুড়া,নন্দিগ্রাম,50,5010,,Rajshahi,Bogura,,LOW,NONE,PENDING,"nuhil_upazila_name_no_match; Upazila ""Nondigram"" / ""নন্দিগ্রাম"": 0 HDX matches in district 5010. Unions: 5."
2,14,130,Rajshahi,Bogura,Dhunot,রাজশাহী,বগুড়া,ধুনট,50,5010,,Rajshahi,Bogura,,LOW,NONE,PENDING,"nuhil_upazila_name_no_match; Upazila ""Dhunot"" / ""ধুনট"": 0 HDX matches in district 5010. Unions: 10."
2,15,136,Rajshahi,Rajshahi,Mohonpur,রাজশাহী,রাজশাহী,মোহনপুর,50,5081,,Rajshahi,Rajshahi,,LOW,NONE,PENDING,"nuhil_upazila_name_no_match; Upazila ""Mohonpur"" / ""মোহনপুর"": 0 HDX matches in district 5081. Unions: 6."
2,19,160,Rajshahi,Naogaon,Mohadevpur,রাজশাহী,নওগাঁ,মহাদেবপুর,50,5064,,Rajshahi,Naogaon,,LOW,NONE,PENDING,"nuhil_upazila_name_no_match; Upazila ""Mohadevpur"" / ""মহাদেবপুর"": 0 HDX matches in district 5064. Unions: 10."
2,19,161,Rajshahi,Naogaon,Badalgachi,রাজশাহী,নওগাঁ,বদলগাছী,50,5064,,Rajshahi,Naogaon,,LOW,NONE,PENDING,"nuhil_upazila_name_no_match; Upazila ""Badalgachi"" / ""বদলগাছী"": 0 HDX matches in district 5064. Unions: 8."
3,20,173,Khulna,Jashore,Bagherpara,খুলনা,যশোর,বাঘারপাড়া,40,4041,,Khulna,Jashore,,LOW,NONE,PENDING,"nuhil_upazila_name_no_match; Upazila ""Bagherpara"" / ""বাঘারপাড়া"": 0 HDX matches in district 4041. Unions: 9."
3,20,174,Khulna,Jashore,Chougachha,খুলনা,যশোর,চৌগাছা,40,4041,,Khulna,Jashore,,LOW,NONE,PENDING,"nuhil_upazila_name_no_match; Upazila ""Chougachha"" / ""চৌগাছা"": 0 HDX matches in district 4041. Unions: 11."
3,20,175,Khulna,Jashore,Jhikargacha,খুলনা,যশোর,ঝিকরগাছা,40,4041,,Khulna,Jashore,,LOW,NONE,PENDING,"nuhil_upazila_name_no_match; Upazila ""Jhikargacha"" / ""ঝিকরগাছা"": 0 HDX matches in district 4041. Unions: 11."
3,20,177,Khulna,Jashore,Jessore Sadar,খুলনা,যশোর,যশোর সদর,40,4041,,Khulna,Jashore,,LOW,NONE,PENDING,"nuhil_upazila_name_no_match; Upazila ""Jessore Sadar"" / ""যশোর সদর"": 0 HDX matches in district 4041. Unions: 15."
3,21,179,Khulna,Satkhira,Assasuni,খুলনা,সাতক্ষীরা,আশাশুনি,40,4087,,Khulna,Satkhira,,LOW,NONE,PENDING,"nuhil_upazila_name_no_match; Upazila ""Assasuni"" / ""আশাশুনি"": 0 HDX matches in district 4087. Unions: 11."
3,27,206,Khulna,Khulna,Paikgasa,খুলনা,খুলনা,পাইকগাছা,40,4047,,Khulna,Khulna,,LOW,NONE,PENDING,"nuhil_upazila_name_no_match; Upazila ""Paikgasa"" / ""পাইকগাছা"": 0 HDX matches in district 4047. Unions: 10."
3,27,207,Khulna,Khulna,Fultola,খুলনা,খুলনা,ফুলতলা,40,4047,,Khulna,Khulna,,LOW,NONE,PENDING,"nuhil_upazila_name_no_match; Upazila ""Fultola"" / ""ফুলতলা"": 0 HDX matches in district 4047. Unions: 4."
3,27,208,Khulna,Khulna,Digholia,খুলনা,খুলনা,দিঘলিয়া,40,4047,,Khulna,Khulna,,LOW,NONE,PENDING,"nuhil_upazila_name_no_match; Upazila ""Digholia"" / ""দিঘলিয়া"": 0 HDX matches in district 4047. Unions: 6."
3,27,209,Khulna,Khulna,Rupsha,খুলনা,খুলনা,রূপসা,40,4047,,Khulna,Khulna,,LOW,NONE,PENDING,"nuhil_upazila_name_no_match; Upazila ""Rupsha"" / ""রূপসা"": 0 HDX matches in district 4047. Unions: 5."
3,27,212,Khulna,Khulna,Botiaghata,খুলনা,খুলনা,বটিয়াঘাটা,40,4047,,Khulna,Khulna,,LOW,NONE,PENDING,"nuhil_upazila_name_no_match; Upazila ""Botiaghata"" / ""বটিয়াঘাটা"": 0 HDX matches in district 4047. Unions: 7."
3,27,213,Khulna,Khulna,Dakop,খুলনা,খুলনা,দাকোপ,40,4047,,Khulna,Khulna,,LOW,NONE,PENDING,"nuhil_upazila_name_no_match; Upazila ""Dakop"" / ""দাকোপ"": 0 HDX matches in district 4047. Unions: 9."
3,28,218,Khulna,Bagerhat,Sarankhola,খুলনা,বাগেরহাট,শরণখোলা,40,4001,,Khulna,Bagerhat,,LOW,NONE,PENDING,"nuhil_upazila_name_no_match; Upazila ""Sarankhola"" / ""শরণখোলা"": 0 HDX matches in district 4001. Unions: 4."
3,28,220,Khulna,Bagerhat,Morrelganj,খুলনা,বাগেরহাট,মোড়েলগঞ্জ,40,4001,,Khulna,Bagerhat,,LOW,NONE,PENDING,"nuhil_upazila_name_no_match; Upazila ""Morrelganj"" / ""মোড়েলগঞ্জ"": 0 HDX matches in district 4001. Unions: 16."
3,29,229,Khulna,Jhenaidah,Moheshpur,খুলনা,ঝিনাইদহ,মহেশপুর,40,4044,,Khulna,Jhenaidah,,LOW,NONE,PENDING,"nuhil_upazila_name_no_match; Upazila ""Moheshpur"" / ""মহেশপুর"": 0 HDX matches in district 4044. Unions: 12."
4,32,245,Barisal,Pirojpur,Zianagar,বরিশাল,পিরোজপুর,জিয়ানগর,10,1079,,Barishal,Pirojpur,,LOW,NONE,PENDING,"nuhil_upazila_name_no_match; Upazila ""Zianagar"" / ""জিয়ানগর"": 0 HDX matches in district 1079. Unions: 3."
4,32,248,Barisal,Pirojpur,Nesarabad,বরিশাল,পিরোজপুর,নেছারাবাদ,10,1079,,Barishal,Pirojpur,,LOW,NONE,PENDING,"nuhil_upazila_name_no_match; Upazila ""Nesarabad"" / ""নেছারাবাদ"": 0 HDX matches in district 1079. Unions: 10."
4,34,260,Barisal,Bhola,Borhan Sddin,বরিশাল,ভোলা,বোরহান উদ্দিন,10,1009,,Barishal,Bhola,,LOW,NONE,PENDING,"nuhil_upazila_name_no_match; Upazila ""Borhan Sddin"" / ""বোরহান উদ্দিন"": 0 HDX matches in district 1009. Unions: 5."
4,34,261,Barisal,Bhola,Charfesson,বরিশাল,ভোলা,চরফ্যাশন,10,1009,,Barishal,Bhola,,LOW,NONE,PENDING,"nuhil_upazila_name_no_match; Upazila ""Charfesson"" / ""চরফ্যাশন"": 0 HDX matches in district 1009. Unions: 20."
4,34,262,Barisal,Bhola,Doulatkhan,বরিশাল,ভোলা,দৌলতখান,10,1009,,Barishal,Bhola,,LOW,NONE,PENDING,"nuhil_upazila_name_no_match; Upazila ""Doulatkhan"" / ""দৌলতখান"": 0 HDX matches in district 1009. Unions: 9."
4,35,270,Barisal,Barguna,Pathorghata,বরিশাল,বরগুনা,পাথরঘাটা,10,1004,,Barishal,Barguna,,LOW,NONE,PENDING,"nuhil_upazila_name_no_match; Upazila ""Pathorghata"" / ""পাথরঘাটা"": 0 HDX matches in district 1004. Unions: 7."
5,36,279,Sylhet,Sylhet,Jaintiapur,সিলেট,সিলেট,জৈন্তাপুর,60,6091,,Sylhet,Sylhet,,LOW,NONE,PENDING,"nuhil_upazila_name_no_match; Upazila ""Jaintiapur"" / ""জৈন্তাপুর"": 0 HDX matches in district 6091. Unions: 6."
5,36,283,Sylhet,Sylhet,Dakshinsurma,সিলেট,সিলেট,দক্ষিণ সুরমা,60,6091,,Sylhet,Sylhet,,LOW,NONE,PENDING,"nuhil_upazila_name_no_match; Upazila ""Dakshinsurma"" / ""দক্ষিণ সুরমা"": 0 HDX matches in district 6091. Unions: 10."
5,37,285,Sylhet,Moulvibazar,Barlekha,সিলেট,মৌলভীবাজার,বড়লেখা,60,6058,,Sylhet,Moulvibazar,,LOW,NONE,PENDING,"nuhil_upazila_name_no_match; Upazila ""Barlekha"" / ""বড়লেখা"": 0 HDX matches in district 6058. Unions: 11."
5,37,286,Sylhet,Moulvibazar,Kamolganj,সিলেট,মৌলভীবাজার,কমলগঞ্জ,60,6058,,Sylhet,Moulvibazar,,LOW,NONE,PENDING,"nuhil_upazila_name_no_match; Upazila ""Kamolganj"" / ""কমলগঞ্জ"": 0 HDX matches in district 6058. Unions: 9."
5,39,301,Sylhet,Sunamganj,South Sunamganj,সিলেট,সুনামগঞ্জ,দক্ষিণ সুনামগঞ্জ,60,6090,,Sylhet,Sunamganj,,LOW,NONE,PENDING,"nuhil_upazila_name_no_match; Upazila ""South Sunamganj"" / ""দক্ষিণ সুনামগঞ্জ"": 0 HDX matches in district 6090. Unions: 8."
5,39,302,Sylhet,Sunamganj,Bishwambarpur,সিলেট,সুনামগঞ্জ,বিশ্বম্ভরপুর,60,6090,,Sylhet,Sunamganj,,LOW,NONE,PENDING,"nuhil_upazila_name_no_match; Upazila ""Bishwambarpur"" / ""বিশ্বম্ভরপুর"": 0 HDX matches in district 6090. Unions: 5."
6,40,312,Dhaka,Narsingdi,Monohardi,ঢাকা,নরসিংদী,মনোহরদী,30,3068,,Dhaka,Narsingdi,,LOW,NONE,PENDING,"nuhil_upazila_name_no_match; Upazila ""Monohardi"" / ""মনোহরদী"": 0 HDX matches in district 3068. Unions: 12."
6,44,334,Dhaka,Tangail,Bhuapur,ঢাকা,টাঙ্গাইল,ভুয়াপুর,30,3093,,Dhaka,Tangail,,LOW,NONE,PENDING,"nuhil_upazila_name_no_match; Upazila ""Bhuapur"" / ""ভুয়াপুর"": 0 HDX matches in district 3093. Unions: 6."
